screen_name,created_since,favourites_count,followers_count,friends_count,listed_count,statuses_count
juanveloza,3114,4,49,24,0,6
philosartic,3488,6359,813,730,47,30105
andres_ramirez,3300,201,89,481,4,548
nelsonabdul1,2784,12,547,386,4,2376
hersondelapava,2673,1,9,68,0,19
gugramon,2360,29,8,171,0,87
cuyabrero,1291,46670,712,478,3,32193
DGGCO,3095,1291,12,100,0,342
InstagramTuits,1563,9,153,504,2,24
lobujuan,1113,17,178,211,26,10449
arcaagro,1570,3,31,367,0,9
mipajara,3105,58,112,107,1,86
andrezgiraldoc,2232,3,40,65,0,4
renolarana,3404,599,266,405,22,2918
Yoha_Monsalve,2780,131,136,134,0,4788
mf_viz,2862,2424,2720,553,187,1655
RubenUribeQ,2247,2007,269,675,22,742
angelica4961,2896,12,48,171,0,18
mmrojas3,2144,2,18,32,0,3
anacataosorio,3514,2391,674,381,40,13429
seguro_agricola,2341,113,276,625,3,353
AleksFlorez,3176,2203,118,474,1,670
mrojas3,3094,4,43,25,0,19
mauricio424,3213,2280,19,180,0,1171
negociocreativo,3587,140,1073,2079,19,4875
roboticwrestler,3607,45786,3875,4994,205,17211
moaimx,3578,5848,1656,2985,150,12713
sanvicentefund,3515,2403,13167,786,103,17406
ComunidadUTP,1023,427,232,548,5,207
SiriusITS,1069,89,81,40,0,161
njssnjss,3914,787,633,4856,19,4488
DIAGRAMC,2477,243,656,452,53,1017
SFoGoing,2218,62,502,1634,551,35857
jorge_ivantz,2460,2817,774,1170,63,2587
dave_bedoya,3471,21,114,374,5,178
AlejitaPedra,1035,32,10,279,0,9
oysteinmoseng,1638,25,91,300,14,40
Pybonacci,2496,8171,4649,753,313,15001
karen_love1000,1038,2,4,57,0,0
chomper464502,1044,0,6,86,0,1
wangcongyang,3581,73,1097,1329,64,11182
jugalpatelNYT,2764,9686,1625,2068,52,9674
DigitalLit4All,1086,1012,429,909,26,1567
mike_skaug,1199,1643,252,322,43,1255
BTactile,1251,4378,399,279,6,207
AntonioSabogal,2550,351,96,376,15,593
patternproject,1941,3248,614,4432,496,11656
LeonBetancur37,2456,286,60,170,3,93
VRAmericas,1107,570,287,417,9,345
JuanVazqMont,2233,423,385,1554,10,477
delfi_gp,2747,12,24,21,0,1
aestrada_s,2142,307,43,150,0,16
mounialalmas,3422,2229,2928,1680,163,8655
rosariobc,3379,6949,1907,4999,141,3741
skairam,4106,34,1628,639,96,4700
jenpre,3519,2384,1276,659,84,2040
Juankzu,3410,674,89,591,5,200
klyngbaek,3519,1,46,86,3,0
mentor12,3526,126,1226,2106,24,2971
XxEpicMan,2225,9,36,452,0,1213
rajankz,3856,7,93,106,1,234
dannyorrego,3177,12,103,276,1,39
aperdomoortiz,1087,283,663,180,17,158
omniatlas,2567,148,565,2151,29,2397
1si_OneIf,3526,890,33,315,5,719
FELIPEnlaces,2374,2852,53,287,0,2896
PeepCaro,2831,550,170,133,4,274
softseguros,1498,123,124,264,6,432
corexinter,1446,3,166,717,0,24
LawTrades,2224,4885,23406,23247,585,5143
jblizalda,1393,103,43,290,0,11
gridgain,3100,34129,5378,4208,250,7225
datamapio,1131,9668,595,4149,52,1422
eguerra79,2275,39,61,93,0,114
alejandro183,3476,217,96,410,0,485
humbertopareja,2879,260,165,429,2,445
januverma,3462,4809,323,174,61,3582
InfoPlusConf,1287,1054,1632,88,81,710
DevDataLab,1355,255,546,4907,37,296
mselizabethiman,3034,1289,449,1272,60,4367
DataScouts,1768,931,518,718,122,1739
DocXavi,2408,5143,1412,1056,80,2874
onofflabs,2834,1885,2103,5336,18,930
arilikeairy,3621,216,313,540,22,822
uwdata,1975,748,5140,271,270,337
moovelLab,1441,1986,2815,473,116,791
pochodiazs,2285,2336,382,668,4,614
pao_lval,1335,3122,45,315,1,80
BKinlic,3677,644,57,964,1,409
jcukier,3939,6498,8105,1150,678,9337
joselider21,1173,0,51,600,0,1
YaliBian,1691,10,14,204,0,16
aleszubajak,3577,12173,6839,6983,411,15496
nhanitvn,3871,472,148,309,21,462
Malcolm_Decuire,1612,489,37,120,12,1175
laneharrison,4103,5006,1486,796,101,4326
icaviz,1191,65,308,250,16,250
jeffrey_heer,2929,2379,9872,631,575,893
benbendc,3748,274,7823,726,561,1801
RadioConvive,1567,4611,3085,3254,8,16083
tuclasedebaile,1205,0,65,914,0,0
evelynmuenster,3901,461,283,320,70,882
cybunk,3915,12035,1673,1615,208,6097
hosseinkhani_m,2274,135,119,184,8,79
jofu_,2829,661,311,653,35,301
NElmqvist,2648,1740,1307,452,55,966
xangregg,3437,2220,704,859,65,1477
HexenKoenig,3436,332,347,644,15,2465
jcrbrts,3047,364,484,934,191,2077
Frajabiyazdi,2324,156,136,283,6,79
accidental_PhD,2520,698,140,336,3,112
EvanMPeck,4068,2480,1592,911,108,7912
uclab_potsdam,1527,181,2454,1233,107,438
Manager_Kijho,1457,133,157,1014,1,285
ScottAbromowitz,3150,14794,86,785,7,172
PortugueseHome,2849,2285,70592,72195,732,956758
Katashkov,2948,674,133,386,17,647
LuchoMurilloF,1229,61,137,230,2,74
Claraliss3,2839,898,179,225,18,370
3scorciav,1273,631,27,117,0,140
FiDiAgro,1341,1,7,27,0,2
wilgar58,3766,420,27,173,2,78
camarapereira,3490,2349,13643,2251,108,32374
TEDxManizalesED,1395,389,366,185,9,501
nataliaguzmans,2728,113,389,181,3,317
GrisIvan,2220,23,71,340,3,17
bripao155,1455,4,25,204,0,1
magitek777,1687,0,6,77,0,0
royoleon,2339,4926,167,244,16,5120
LuisFranArias,3491,945,1713,1836,34,2355
dantasse,3580,572,420,333,20,784
mabelgasca,4040,18344,4874,3498,387,121098
juanca,3401,46,1616,678,68,7409
ChrisPolis,3084,1617,390,584,45,971
maocandamil,4156,152,2089,772,93,16965
pakazo0519,2843,221,122,280,0,928
MIT_CSAIL,3409,2367,69891,13230,1718,3469
MontoyaCorrales,1268,3,24,122,0,8
Creatuluw,2633,1668,7297,7730,505,5158
MiguelCarto,1833,0,93,141,0,84
andresroblesg,2941,0,30,414,0,0
sampathweb,3159,9230,650,1851,50,1427
Cientific_Datos,1288,2,89,73,3,45
frekaltrue,3283,58,22,295,3,156
richatmango,1289,1493,1291,1226,94,1016
EcariLuca,1448,1,11,110,0,13
cavorite,4450,4347,1063,236,93,11467
infrahumano,1971,24321,6219,672,182,148169
jorgesuarezch,1993,50,28,71,13,131
julianxuran,3384,8,187,156,13,479
SMacondiana,1894,7,128,1515,1,14
saraquigley,3921,3199,298,516,25,1238
Elijah_Meeks,2116,8898,13896,682,709,9819
a_lexisb,2201,0,41,62,0,18
SITE_Col,2294,72,268,399,8,381
dixoncano,2686,0,25,3,0,6
alfonzapatag,2243,4267,99,383,0,1361
martincampos,3968,415,550,701,17,555
sxywu,3073,11582,18916,542,653,8757
nanacalderon,3877,3293,559,654,43,7605
mydu819,1314,1055,24,900,2,90
kentwills,3188,8,29,69,0,25
DuRuofei,2849,550,349,526,21,786
OspLtda,1317,0,206,937,0,276
jwramirezc,3448,15,35,61,0,5
AimoStewart,2766,1935,1166,1162,71,2369
danielequercia,4054,27,5677,5249,390,10795
jorge160686,1334,0,9,61,0,1
Cptan_Alatriste,3060,24009,356,1431,12,11791
jovarealestate,1368,77,336,844,5,1764
GuerraTobon,1384,1,1,17,0,1
dksebas,2781,92,131,253,0,875
big_michael,3975,42,121,148,2,287
pedrocalais,3607,422,919,2391,27,49376
furukama,4305,3155,7527,4530,799,31656
AppsToWear,1578,0,44,786,2,1
RT_Ivancho,2862,692,254,138,1,5558
carguevarag,2853,208,210,362,2,281
lapolladefutbol,3486,0,35,128,2,1
NatyGofive,1362,240,151,1060,1,186
carnby,3685,11442,2449,857,108,8134
NetworkITCT,2525,751,2469,1948,51,1261
erikhazzard,3830,822,592,351,76,841
akshaysiitm,1453,1767,565,5001,41,1034
micahstubbs,3402,60673,4578,4730,520,31036
adereth,3678,29904,1685,795,73,13217
enjalot,3821,7463,6124,1068,448,7593
ClercCurtisOXTH,2665,0,235,1704,1,0
NatiDelgadoR,2970,1036,387,699,17,4194
lilolapereira,3463,4336,4137,840,44,16864
JuanFCuellarQ,1694,506,165,241,6,697
JohanaMurielG,2933,412,168,586,8,473
jandot,4005,1003,2509,798,328,6234
d3visualization,2254,16,11129,465,674,3421
bilalalsallakh,2448,3312,377,199,78,1989
benjbach,3080,1411,1561,807,70,1419
TEDxPereira,1456,31,234,92,6,278
maoleonmejia,1371,5,24,380,0,0
LaTienditaDAmor,1372,53,91,84,0,33
shijith,4047,215,493,4545,19,148
andreseiroV,2942,1524,44,56,0,13
jattipaa,3594,539,920,837,113,2881
JulianDavidOcam,2426,13,90,252,0,18
458072ujnj,1392,83,10,41,1,45
julyta81,2428,31,53,160,0,19
fulbrightboard,2739,2706,9803,5253,141,4669
valcrist37,1396,0,4,14,0,0
darwinzero,3589,688,178,1038,2,262
_manuel_fm,3449,44,83,70,5,24
JyotirmoyDebn12,1434,0,129,1355,0,6
shahrzadmn67,2649,61,435,3330,11,93
CookeryIn,1439,0,4,46,0,0
foxxor,3848,66,876,1131,35,13106
EduContinuaUTP,3457,159,4442,1960,41,4603
jorgequerrero69,1452,33,108,740,0,9
umairfd,1453,0,1,39,0,0
DerPatrickRoos,3491,40,51,198,0,21
jaorregom,3455,12,114,251,1,68
YahooResearch,3383,111,13912,209,616,3285
MikeSefanov,2954,176,453,866,50,2852
WiHuG,2856,444,319,372,13,3634
MrPollocop,1463,4,42,102,6,41
elconvitepei,1471,7,1518,1214,4,189
canuckShuk,2280,7,86,136,3,264
thedude_rog,2065,82,71,334,1,37
samir_bueno,1472,33,4,49,0,3
ngocbaoa5,1480,21,1,39,0,2
Arango_rafael,3230,1106,798,916,3,831
tv1357,2652,1,1,13,0,10
Quesada,3998,8703,8908,6841,385,6787
luckygoodJoyce,1759,637,49,209,2,114
jorgeivanleon,3466,140,179,120,7,88
teylez,1498,0,19,32,0,1
edarango123,1505,0,12,90,0,3
soychecho10,2410,625,123,490,0,364
jonfroehlich,4365,11093,2895,1073,166,3077
seemantk,3214,10661,1467,2387,88,22612
Melflo_8269,1526,0,1,59,0,0
karol_chica,1530,0,3,60,0,0
ddumbadaniel,2062,11,161,890,4,44
ParejaUriel,1544,0,5,10,0,0
ginitahincapie,2095,69,319,904,3,92
erictheise,3357,1504,596,793,60,2639
LogicEnglish,1549,54,25,178,0,32
martica200672,1686,3,188,1770,3,14
codydunne,3429,9,233,74,22,123
kanitw,4140,964,1438,748,72,2845
arnicas,4288,22863,11585,3470,868,49561
HCILPanda,1565,16,58,147,6,185
alark,3992,3116,1263,227,130,2680
destin_7even,2289,1114,321,992,5,1565
Matgog,3199,8,86,66,5,68
ISCUTPereira,1575,205,156,215,3,33
meridaqroo,1582,0,3,77,0,0
giron_anderson,1590,0,24,260,0,3
JJpmx,1594,37,42,140,1,40
jgnecco,3957,18,181,62,0,48
vikyzones,2115,3,3,216,0,7
Stephen_MacNeil,3179,185,153,283,11,250
CTACCESORIOS,1615,0,295,1956,0,132
jeremy_t_harris,2625,73,251,406,6,124
soliverost,3674,73,112,250,13,125
YAZMINELIANASAN,2323,169,116,210,1,233
KarytoRamyrez,2754,48,60,145,1,52
MetaStefano,1618,286,422,204,44,383
granzler,2871,181,139,248,2,1007
kotarohara,3643,9671,316,394,10,6969
zanfecax,3761,908,719,1409,19,1948
wgomezg,2871,119,92,418,0,902
luisazj,3499,5,122,307,1,71
ferca1983,3476,9,33,89,0,653
CienciaCol,1987,37,1697,598,41,1003
cjavierforero,2400,0,1,6,0,0
juanibarral_t,2683,1,74,74,0,216
aphaxel,2294,7,1,68,0,25
chitolhu,3448,8,158,338,4,114
diegus0020,2247,2757,88,405,6,848
AlejadroDuque,2229,179,18,134,0,138
dechontaduro,3275,514,660,1364,43,5695
ascencionet,3061,5563,348,608,1,5556
VonnyCas,2092,478,283,316,3,702
Doitlab,2525,7,149,174,3,359
mabrycr,3346,427,264,527,37,7201
WileyEd,2471,538,12931,8143,390,2283
Pleet_COL,1951,5,82,279,3,144
Williamsala1,1661,8,82,693,2,49
alismurh,1651,0,6,5,0,1
kikidc,3206,251,129,352,3,262
AnaMariaSierraG,2786,6,139,467,0,22
martingg92,2822,624,310,1209,8,739
JavierGuarin,3049,1164,868,1283,9,817
Juandrg,3085,38,90,200,3,119
Emaasit,3528,1073,2225,4242,202,2626
keici01,3613,0,40,190,0,55
claudiarelax1,1668,1,12,171,0,2
RoadtoCrypto,2695,0,1847,986,25,2894
ayman5253110,1762,1,51,144,0,31
ICMarioF,2446,382,388,580,4,1724
MileDuque,3179,110,581,696,5,791
judavidarias,2752,72,39,247,0,18
davfer2484,2081,1499,58,797,0,620
JohnnyJjjohnysm,1685,0,7,242,1,1
MarianaSerna3,2843,86,242,127,1,541
rds_maria,1690,78,230,1572,1,7
GuzmanCorderoyA,1695,0,40,300,0,3
stefik,3798,1,9,111,0,2
DZapataCastro,3206,1905,1196,1130,13,6125
pacoramon,3486,44168,1448,4990,485,18277
vane832002,1725,6,29,131,0,6
Angela_Maria_A,2083,755,18,48,0,28
kate_jia,3454,0,103,320,4,106
MarkStefik,3112,2,81,150,3,35
nbotero,3511,95,151,224,9,948
juanma1311,2870,3,47,200,1,13
TheFakeFutbol,1731,6,121,420,1,163
ViveLabPereira,2011,224,1252,954,31,910
LuigiCorreal,2266,7,55,226,0,9
lilimariagomez,3415,3797,2248,2017,51,18031
rs1059335,1731,5,11,255,0,2
jim_raja,1732,96,15,153,0,322
vinuth11,1732,6,21,306,0,4
PeterAJarvis,1740,2,31,68,0,15
CosechasTerraci,1762,123,196,928,0,103
juanggomezm,1785,5,4,44,0,9
mattbrehmer,4101,2454,1728,668,113,1115
UTPemprendedora,2109,57,452,249,16,536
autosensual,2537,37,9338,985,27,15426
OskrH84,2419,115,213,572,1,1986
natebates,4160,134,100,187,11,301
currankelleher,3071,250,1604,841,169,3390
Linamgonzalez,3467,732,868,874,16,6736
Daiech,2695,12,247,374,6,930
pixelgem,3945,13187,2631,3099,190,10965
TweetometroCo,1759,25,585,1,0,1124
RotaryOrigen,1759,158,356,544,1,222
cafecagi,2695,2230,95,821,0,76
filipcos,2628,215,77,476,2,87
AherreraAna,2386,2,36,65,0,4
Droguerias_9192,1766,1,36,107,0,299
ragudelo2000,2667,2398,87,245,4,1632
crisx23,3428,4,104,224,4,288
giotec7,3306,23,21,707,2,76
Pierkey,2877,1958,1035,1729,8,7160
kathalisys,1810,0,19,67,0,3
s_segal,3319,504,2336,983,73,1500
miltone3,3267,2942,55,919,2,513
pipetorolondono,2009,352,204,345,5,235
lince_jhony,2160,5,13,47,0,5
1JohnGuerra,2112,7,264,733,2,392
cordobayefer,1801,26,66,294,0,120
btclena,2825,0,180296,132281,10224,1961
laurasasportas,2403,8,71,275,2,33
alacartaapp,1870,72,236,469,6,184
WeAreXDi,3960,98,231,434,95,1837
MonoMesa,3174,401,1227,293,52,3024
cesardiaz_dev,2848,3,54,203,1,37
luismescobarf,1824,11,48,159,0,3
giraldoedwin,3422,162,1583,1615,31,5783
csalgado80,2754,7,16,94,0,70
planetazul3,3310,420,77,141,3,757
paoloandres,4039,31,85,479,1,905
uchuvita,2015,4136,2619,732,17,4550
Multilevers,1843,0,48,174,0,35
jeskak,3578,38,551,690,57,769
Leonardo___Soto,2002,268,112,179,15,579
chrishayden,3985,849,94,355,2,75
genmediagames,2499,0,77,268,1,5
fvioz,3513,26,134,136,10,542
ekallestad,2861,58155,5582,2981,25,16286
ngarciaquiroz,1861,5,34,55,0,10
ZePoLiTaT,3511,493,163,358,2,272
oea1954,1873,0,1,34,0,0
z26369065,1873,0,9,72,0,0
jandresdeavila,2655,0,27,95,0,36
elpipesalazar,2837,44,180,307,4,235
juang85,3472,8,43,98,0,30
Diegoguti1981,2574,1,20,50,0,21
L5Sourcerer,4270,130,751,1073,114,4649
juangui_lopez,2622,26227,458,765,6,3052
randal_olson,3523,39547,122747,131804,3811,18612
MI0NG,3611,0,22,121,0,10
andyed,4357,411,1712,1389,70,501
EricCAlexander,2938,1523,310,295,21,534
alexander_lex,3411,534,977,728,77,1339
rafaveguim,2917,295,153,282,11,166
sgeoviz,2940,3136,673,1260,47,714
ridhoanojuh1,1945,0,3,14,0,0
MartaEstarellas,2535,1,83,124,5,230
kbtofl,3589,54,86,618,0,410
aboquetepa,2967,86,566,607,5,461
n12o,2926,15119,646,217,42,5403
marianurygomez,2627,17,74,174,1,598
enrique_arb,4031,37,4930,2089,50,987
maurosc3ner,3262,230,127,121,13,5218
PARCinc,3770,8035,8667,1692,696,6917
Mikeiwi,3582,9761,479,694,34,8178
litoales,2797,10,534,810,5,357
JamesLampton,2732,7,64,71,4,160
harveydf,3434,424,4969,1434,72,6677
_mirandes,3570,356,523,724,30,467
sucerman,3607,103,271,335,4,639
zashktorab,2501,210,225,349,13,112
nato_rm,2864,70,162,224,9,274
monicamrosas,2840,1,99,169,1,99
alekolpz,3503,24,241,534,4,369
asemtur_co,2519,338,754,333,12,1153
TGS_magazine,2039,2,92,138,1,129
johanhostos,2259,7,78,177,0,17
ChickenChopsMed,2021,18,36,72,0,449
juanmrestrepo,3579,774,18501,5747,243,7558
LLorethG,2025,0,12,2,0,1
johnjaimeJ3,2043,7,596,119,1,286
jujara72,3378,4096,765,1316,8,5697
godforatheists,2358,35,313,1290,11,367
vsantamariae,2621,642,227,602,8,702
arturolp,3633,56,689,774,41,5885
tombergk,2622,2022,545,387,25,1727
FulbrightSciTec,2066,139,77,119,6,40
calero6017,3099,7,76,275,1,36
iam3mer,2597,92,124,575,2,494
ErnieHMurdock,3212,1051,94,316,3,1715
RongjianLan,2736,74,55,387,1,31
jeffbigham,3813,29995,7389,3824,282,59494
estebankz,3418,0,556,558,4,36
pin3da_,2804,1451,295,572,10,996
loscafes,2125,37,1039,994,4,109
senecajcdc,2582,554,10,35,0,258
vfabi,3168,18,34,120,4,120
BID_Idear,2756,5301,99750,962,982,22283
ranaranjo,2796,28,311,2029,1,872
quadrigram,2675,213,970,842,237,1259
nesaugusto,3497,3603,972,1783,21,5187
sickmetatron,2883,83,437,2124,4,1354
GilLeidi,2505,5,92,397,0,17
cesmarin,3414,2393,496,303,26,6757
aqgs,3233,37,243,294,16,143
justgrimes,4319,11646,3167,1384,356,10557
ayman,4355,891,3080,881,159,3862
slpulpa,2760,139,215,134,17,509
David_Rua,3492,32,260,1140,3,1710
CatalinT,3656,70,480,388,9,127
andresOlano,3501,7,53,39,6,1154
Fleurety3,2828,1,146,852,5,26
taklamakan5,2145,0,35,719,1,149
fandresv,3331,2896,176,564,7,1625
yeisonha,2475,5036,226,700,2,4123
umashanthi,3611,575,618,920,11,1809
LetMiApp,2471,0,42,122,1,61
NeLeon80,3474,74,70,151,0,355
LuzAbetS,3439,3276,226,545,3,5316
juanse_duque9,3063,25,266,241,13,1172
RotaractCafe,3021,19,327,284,7,205
deliciosoapp,2230,0,554,1260,12,1
johnson2772,3645,1996,274,133,0,2106
dianahowell6,2498,0,0,3,0,3
sebastianme,3209,0,8,16,0,5
jffrancob,2241,314,96,130,1,294
luis_arias,3626,112,3198,1815,138,115415
NegocioAZ,2493,6,2879,3551,77,1812
gwluuggheehgknu,2253,0,7,58,0,12
sigfriedgold,3315,8,30,54,0,57
OJOPITA956521,2291,4,57,485,0,29
labiral,3342,4,48,70,5,488
VitaleMeli,2362,65,11,71,0,0
FulbrightCol,3354,2189,18278,1433,222,6231
steveosorio,3170,203,133,396,1,872
maoaiz,3407,211,255,574,8,926
jlo_beto,3243,77,181,367,6,569
nestorferia,2365,903,231,1720,2,2345
acampeonh,2772,142,186,380,0,410
CristhyZuniga,3036,738,498,517,17,6111
surusami,3127,0,23,41,1,4
CRECIMIENT0,2400,1,1312,1802,27,147
RuthLHoyos,2798,0,11,17,0,1
KnowHowGestores,2419,0,19,74,0,7
ieleta,3066,242,372,244,34,1513
LNNutricion,2769,0,108,136,0,101
kachok,3966,9424,1600,1117,176,3940
rpgove,3031,302,519,303,55,1160
sosinskymexjp4,2601,0,31,275,0,54
jsanpe,3586,929,160,141,11,1257
mattm401,2701,677,448,894,42,3048
mokogobo,4005,1253,264,593,14,610
seanpmcb,3568,173,256,391,15,2207
diegofmesa,2716,96,125,399,0,408
Lithoossanchez,2892,275,727,1225,4,2826
PUACaffeBar,2459,17,367,547,2,372
Mona_Leigh,3231,5,279,118,14,448
Maikel_Mejia,3555,5,17,19,0,136
dimabera,2630,39,42,103,0,28
anacaros,3518,393,332,522,9,2587
kotarohara_en,2720,827,447,590,18,619
Angelavivas,3382,80,507,594,16,4911
annetrose,3676,142,178,103,15,959
cafas85,3455,0,19,77,4,75
yerutimendez,2916,3239,583,1083,4,2400
ReddeNodos,2693,118,1165,1261,13,862
vukosi,3882,1943,2625,868,133,20581
AniciaP,3663,870,344,333,10,1142
arnoldo_castro,3133,87,33,227,5,376
Dhilung,3555,317,599,158,24,574
Degisus,2940,0,7,32,2,9
soykaki,2494,2,101,148,1,139
awalinsopan,3577,953,597,329,30,1237
SarahAWebster,3652,0,67,164,6,90
ivanch0ff,2532,24,101,274,4,22
tlclegg,3582,2002,736,589,23,1894
VDobleL,3442,3368,535,660,18,20723
a_reinas,2955,64,56,309,0,57
iKonoTelecom,2528,23,240,157,9,438
kumiau,3919,36780,1259,654,71,31800
Johana254,2913,7,30,178,0,44
Juanmanuelots,3244,43,130,140,4,997
lostchoi,3262,3799,423,536,16,3928
g_Kathryynu2b,2581,0,159,1244,1,0
lmrodasp,2564,276,29,63,0,168
dsmh,3509,1769,409,961,6,3328
ranliu228,3035,0,39,30,2,14
ParqueSoft_Rda,2948,562,4250,1024,71,4644
pancheee,3620,200,627,713,19,3655
acastel,3907,2380,23497,13697,165,15024
OrlandoCondoriQ,2959,0,10,65,1,49
raulguerrap,2602,30,49,523,0,49
natyka_g,3263,1639,989,2345,40,4081
jonnathanvaron,3295,4923,657,2292,13,15700
jaljavi,3106,1,96,52,5,5
lizdubu,3126,5319,297,260,2,8605
LuiGomez11,3046,179,145,99,2,2625
naranjandra,3590,5942,1235,563,42,31685
jd_villa,2828,48,272,472,5,860
euclidesmurcia,2619,0,30,14,0,0
dorisgomez6,2622,0,2,3,0,2
Mafefly,2622,320,609,463,63,993
tusk23,3568,2026,94,228,6,3779
ivette_mercado,2626,0,344,52,5,786
qjuanp,3439,3398,1156,1033,59,36090
jualher81,3125,110,270,765,8,1093
HotelHabitat,2644,0,728,1861,4,25
kristw,2799,7148,2773,968,202,6673
jaimeantero,3079,93,210,382,5,479
hectorsaenz,3472,179,227,255,9,6110
crispamares,2917,634,318,393,44,3090
twotimesme,3558,1600,579,1328,30,2095
cajaramillov,2666,0,33,30,1,179
acadavid77,3581,409,1211,1420,36,1910
laura7o,2671,619,112,133,0,5178
elemental_lab,2917,6,226,185,4,220
wili,4064,37,47299,28640,1612,1448
microtask,3356,5,33075,19810,1197,3795
arlhex7,2692,228,46,622,0,126
darkss87,2760,1,108,119,10,404
ismeandres,3509,39,397,1141,7,1720
GilFredy,2903,189,438,1644,21,872
juanmlesquivel,3184,68,118,139,7,2154
huertascar,3527,269,158,172,3,492
juan_dero,3530,222,472,454,19,8231
andrey_gc,2728,142,136,106,1,411
venturesco,3156,981,12353,851,194,3923
juvaloco,3123,274,377,848,10,2657
mecabrush,3949,7,163,723,2,1474
kllus,3359,7,281,388,4,1269
nonlessorganic,3179,3455,393,366,22,9248
JSebasGi,3094,75,36,134,1,890
SantiGutiA,3222,0,31,31,2,17
miluzgc,2849,51,54,120,0,404
CamiloMontes,3571,113,12964,975,326,26142
SICTRANS,3056,1,135,449,0,9
PandyOdiosa,3428,2523,330,233,18,29234
CamiloGaleano,4016,153,1217,1318,50,3501
gxwalsh,4318,196,945,785,106,7231
JhoAguiTo,2883,11,39,138,6,16
changhu_umd,3355,3,76,72,4,380
EmacSolutions,3099,77,630,1746,12,11799
gerrysimari,2900,575,89,151,0,66
eol,3747,585,16775,2891,934,6327
andresTyE,2915,4,986,923,51,1306
MelodyAppAI,3158,38,11764,5486,101,569
redblackkim,2913,0,1,15,1,0
luisuribe,4132,1253,1085,506,74,8779
jh0nb3r,3647,15,173,264,10,1183
cronopio2,3949,3552,1493,1675,127,8115
DejaVuTurismo,2938,0,456,1827,8,172
victoredier,3672,325,402,286,23,4884
JohnFabioRico,3519,373,281,555,3,1905
linita0423,3008,6,54,72,0,121
amyrainey,4088,594,1188,1021,114,6835
judavi,2987,272,2094,779,30,6215
jehutjimenez,3571,13944,988,2771,6,6943
frestrepo1,3054,219,210,662,6,212
Juancabackup,3171,1,62,85,3,53
duto_iris,3073,71,666,795,23,2398
gacaq,3262,9284,747,1029,32,51962
juandavidgomez,3643,1,161,68,12,602
Residual_arte,3215,0,370,523,16,91
oppslac,3209,0,43,174,1,7
el_ceybita,3236,0,194,1023,2,20
reporterosMTV,3376,1,166,106,4,66
MTVdigireport,3297,0,93,63,2,8
agentesdecambio,3297,796,3240,664,62,5216
drjunix,3278,40,277,830,51,1819
anguivego,3342,40,59,58,5,238
caosorio23,3358,457,204,458,7,3913
Cathegc,3609,2930,298,255,6,4501
